Month,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Stock Name,Sector ID
Feb-18,3120,3190,2894.25,3038.25,4953941,90590,14947932926,3795362,76.61,295.75,-81.75,TCS,5
Mar-18,3041,3133,2782.3,2849.3,3808377,108150,11067672023,932579,24.49,350.7,-191.7,TCS,5
Apr-18,2845,3560,2845,3531.4,3783069,155554,12353654148,1487518,39.32,715,686.4,TCS,5
May-18,3533,3674,1726.1,1744.8,1755361,90867,5866401691,391169,22.28,1947.9,-1788.2,TCS,5
Jun-18,1758,1886.2,1712.9,1847.2,7164804,199349,12988174444,3971682,55.43,173.3,89.2,TCS,5
Jul-18,1829.95,2012,1829.95,1941.25,5412053,196104,10529888879,2673577,49.4,182.05,111.3,TCS,5
Aug-18,1951,2090.5,1941,2078.2,2809851,114656,5664558777,1471330,52.36,149.5,127.2,TCS,5
Sep-18,2080.05,2214.15,2018.85,2184.5,2134177,103531,4494379185,938226,43.96,195.3,104.45,TCS,5
Oct-18,2186,2273,1784,1937.6,6009839,182965,12087389910,3122597,51.96,489,-248.4,TCS,5
Nov-18,1940.1,2000,1787,1970.6,3600207,108475,6826796248,1710121,47.5,213,30.5,TCS,5
Dec-18,1980.1,2028.4,1872,1893.55,2776094,96850,5458354670,739922,26.65,156.4,-86.55,TCS,5
Jan-19,1905,1944,1841.5,1896.65,864489,29748,1636849436,279207,32.3,102.5,-8.35,TCS,5
